Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,8,"6,658",156,"50,925",156,0,0,352,0,0,156,468,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,9,"4,694",204,"37,669",204,0,0,304,0,0,204,868,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,10,"4,432",171,"32,946",171,0,0,320,0,0,171,141,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,11,"5,336",183,"39,919",183,0,0,412,0,0,183,289,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,12,"5,970",132,"47,144",132,0,0,588,0,0,132,562,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Everglades NP,EVER,National Park,Southeast ,FL,2019,1,"85,838",600,"419,893",600,0,"4,777",0,0,"1,528",0,66,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,2,"96,953",600,"578,028",600,0,"5,194",0,0,"2,647",0,424,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,3,"146,859",600,"741,355",600,0,"3,732",0,0,"2,572",0,238,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,4,"131,278",600,"525,910",600,0,541,0,0,"1,332",0,0,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,5,"77,435",600,"263,187",600,0,100,0,0,246,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,6,"68,267",300,"237,173",300,0,59,0,0,106,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,7,"63,394",300,"182,603",300,0,24,0,0,166,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,8,"80,177",300,"271,755",300,0,26,0,0,46,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,9,"60,469",300,"220,042",300,0,198,0,0,69,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,10,"70,222",600,"263,284",600,0,687,0,0,273,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,11,"103,643",600,"521,346",600,0,"3,618",0,0,"1,565",0,0,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Everglades NP,EVER,National Park,Southeast ,FL,2019,12,"133,765",600,"738,812",600,0,"7,945",0,0,"2,182",0,195,Everglades NP,EVER,National Park,Southeast ,FL,2019,"1,118,300","6,000","4,963,388","27,000",0,"26,901",0,0,"12,732",0,923
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,1,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,2,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,3,74,0,37,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,4,91,0,46,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,5,454,0,227,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,6,647,0,"14,222",0,0,0,0,0,581,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,7,"2,852",0,"33,098",0,0,0,0,0,"1,324",0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,8,"5,399",0,"49,508",0,0,0,0,0,"1,955",0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,9,966,0,"5,210",0,0,0,0,0,198,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,10,35,0,18,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,11,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,12,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,"10,518",0,"102,366",0,0,0,0,0,"4,058",0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,1,"18,962",0,"75,846",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,2,"51,416",0,"205,662",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,3,"164,238",0,"656,950",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,4,"138,309",0,"553,236",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,5,"165,964",0,"663,856",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,6,"296,149",0,"1,184,596",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,7,"583,866",0,"2,335,463",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,8,"208,999",0,"835,996",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,9,"127,764",0,"511,057",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,10,"122,770",0,"491,082",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,11,"91,836",0,"367,345",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,12,"85,036",0,"340,144",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,"2,055,309",0,"8,221,233",0,0,0,0,0,0,0,0
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,1,173,8,"2,796",8,0,0,0,0,22,80,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,2,173,28,"2,796",28,0,0,0,0,22,280,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,3,195,21,"2,840",21,0,0,0,0,22,360,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,4,"3,642",13,"46,762",13,0,0,0,0,86,160,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,5,"121,332",17,"1,501,320",17,579,0,32,0,605,110,"1,985",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,6,"132,054",32,"1,728,122",32,"4,020",0,210,0,"1,128",280,"4,012",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,7,"152,932",73,"2,014,204",73,"5,075",0,238,0,914,630,"6,208",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,8,"145,002",61,"1,852,194",61,"4,613",0,252,0,"1,088",590,"1,759",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,9,"111,922",90,"1,355,724",90,121,0,12,0,235,100,514,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,10,"4,319",128,"52,610",128,0,0,0,0,40,70,60,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,11,172,8,"2,696",8,0,0,0,0,27,80,60,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,12,171,10,"2,556",10,0,0,0,0,22,100,60,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,"672,087",489,"8,564,620","70,700","14,408",0,744,0,"4,211","2,840","14,938"
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,1,"13,581",0,"55,260",0,0,0,10,42,0,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,2,"11,240",12,"45,320",12,0,0,5,3,12,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,3,"23,989",43,"99,484",43,0,0,60,63,73,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,4,"35,491",63,"148,074",63,0,0,118,165,57,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,5,"167,403",565,"878,332",565,"2,534",0,"3,554","5,193",287,0,28,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,6,"544,088","3,194","6,512,353","3,194","25,468",0,"22,128","25,629","3,506",0,200,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,7,"879,711","4,262","10,597,640","4,262","39,320",0,"39,884","37,662","10,400",0,364,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,8,"771,874","2,957","9,527,073","2,957","34,997",0,"39,815","34,143","13,622",0,290,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,9,"488,909","1,829","5,637,005","1,829","17,641",0,"12,282","22,272","6,658",0,44,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,10,"78,408",108,"336,824",108,0,0,302,873,113,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,11,"20,008",33,"81,157",33,0,0,18,33,12,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Glacier NP,GLAC,National Park,Intermountain ,MT,2019,12,"15,137",37,"61,359",37,0,0,5,21,19,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2019,"3,049,839","13,103","33,979,881","113,622","119,960",0,"118,181","126,099","34,759",0,926
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,1,"225,056","1,816","3,492,634","1,816","27,065",895,"1,046",490,"8,692",0,0,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,2,"213,050","1,104","3,342,527","1,104","27,097",959,891,418,"9,905",0,0,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,3,"451,228","1,432","6,986,240","1,432","56,247","4,118","8,099","3,638","25,430",0,"1,411",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,4,"562,265","1,634","8,717,349","1,634","50,079","4,744","11,487","6,160","36,876",0,"1,828",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,5,"618,598","2,122","9,800,864","2,122","50,116","4,188","15,435","8,587","46,402",0,"3,487",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,6,"643,821","2,254","10,106,742","2,254","65,851","5,633","17,335","9,692","39,717",0,"1,460",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,7,"756,860","2,078","11,989,163","2,078","64,252","7,390","15,900","8,058","34,594",0,"5,466",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,8,"700,896","1,932","11,156,992","1,932","63,080","6,524","15,139","7,978","31,280",0,"5,038",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,9,"578,852","1,870","9,177,468","1,870","62,127","3,804","15,074","8,753","34,998",0,"3,880",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,10,"551,558","2,193","8,685,326","2,193","40,968","3,908","14,215","7,404","29,266",0,"1,962",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,11,"347,847","1,611","5,461,722","1,611","35,244","3,463","3,972","1,710","18,600",0,669,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,12,"324,380","1,203","5,078,106","1,203","33,796","1,775","1,615",677,"4,272",0,0,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2019,"5,974,411","21,249","93,995,133","21,249","575,922","47,401","120,208","63,565","320,032",0,"25,201"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,1,"56,635","130,832","174,098","130,832",215,0,0,0,0,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,2,"43,913","114,968","138,155","114,968",283,0,0,0,46,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,3,"65,864","146,897","198,351","146,897",39,0,0,0,0,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,4,"59,105","101,375","179,286","101,375",0,0,0,0,101,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,5,"278,529","122,737","1,477,269","122,737","13,592","18,571",0,0,744,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,6,"625,441","142,139","4,116,419","142,139","48,982","62,192",0,0,"3,703",0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,7,"775,788","170,991","5,361,103","170,991","55,988","87,891",0,0,"11,697",0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,8,"702,022","178,893","4,957,419","178,893","52,112","79,226",0,0,"14,885",0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,9,"517,265","155,039","3,578,654","155,039","39,764","59,340",0,0,"4,837",0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,10,"186,487","127,318","736,016","127,318","3,864","4,935",0,0,255,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,11,"48,132","93,580","144,845","93,580",0,0,0,0,23,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,12,"46,433","125,318","141,190","125,318",96,0,0,0,1,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2019,"3,405,614","1,610,087","21,202,805","1,610,087","214,935","312,155",0,0,"36,292",0,0
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,1,689,30,"1,838",30,0,0,0,18,0,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,2,"1,060",55,"5,265",55,0,0,0,105,0,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,3,"2,391",55,"15,446",55,0,0,0,326,3,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,4,"6,100",56,"38,072",56,0,0,70,770,2,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,5,"11,516",0,"65,164",0,0,0,140,"1,225",6,0,4,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,6,"23,246",100,"188,296",100,0,0,"1,050","4,200",9,0,60,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,7,"23,290",100,"361,684",100,0,0,"8,750","3,500",7,0,100,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,8,"24,674",100,"271,992",100,0,0,"6,475","2,100",13,0,90,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,9,"22,735",100,"210,650",100,0,0,"3,000","3,395",3,0,70,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,10,"11,772",100,"100,666",100,0,0,"1,082","1,834",0,0,4,Great Basin NP,GRBA,National Park,Pacific West ,NV,2019,"131,802",896,"1,282,751",449,0,0,"20,735","17,813",48,0,328
